Product ID,Positive,Negative,Neutral
B002E0ABTE,100.00%,0.00%,0.00%
B000HDONOY,100.00%,0.00%,0.00%
B000BTK12M,66.67%,33.33%,0.00%
B000KPQPKE,100.00%,0.00%,0.00%
B003EMOJDA,100.00%,0.00%,0.00%
B000NMGBGM,0.00%,0.00%,100.00%
B004P6ISP4,50.00%,50.00%,0.00%
B001PNYKLG,80.00%,0.00%,20.00%
B000E5C59U,0.00%,100.00%,0.00%
B005FAI4P8,100.00%,0.00%,0.00%
B000GG0BPW,80.00%,5.00%,15.00%
B003AOIMLW,0.00%,100.00%,0.00%
B007FUA3AK,100.00%,0.00%,0.00%
B000F0EX2Q,100.00%,0.00%,0.00%
B000EW0XFQ,66.67%,33.33%,0.00%
B0029K0XCY,0.00%,100.00%,0.00%
B002B5BACY,50.00%,50.00%,0.00%
B009KP6HBM,100.00%,0.00%,0.00%
B005M3TAWE,100.00%,0.00%,0.00%
B004DBXK8G,0.00%,100.00%,0.00%
B001CCQCR0,100.00%,0.00%,0.00%
B0018Z5V7I,100.00%,0.00%,0.00%
B003O7DXF0,100.00%,0.00%,0.00%
B00076TQ1Q,75.00%,25.00%,0.00%
B004PYQHP4,0.00%,100.00%,0.00%
B004CS862A,0.00%,0.00%,100.00%
B006GZYPZY,100.00%,0.00%,0.00%
B007P3RHWY,100.00%,0.00%,0.00%
B000N648JA,50.00%,50.00%,0.00%
B001NVY5II,100.00%,0.00%,0.00%
B001EO6FTG,66.67%,0.00%,33.33%
B002OXEVNS,100.00%,0.00%,0.00%
B00076TQ1G,75.00%,25.00%,0.00%
B000FKL0EU,60.00%,40.00%,0.00%
B000HQRJ2O,100.00%,0.00%,0.00%
B002Y1CIYY,75.00%,25.00%,0.00%
B002FYXEDE,100.00%,0.00%,0.00%
B001EO6FTQ,75.00%,25.00%,0.00%
B0055TCURC,66.67%,0.00%,33.33%
B000N648JU,72.73%,9.09%,18.18%
B006AWVI12,100.00%,0.00%,0.00%
B001EQ5FY0,0.00%,0.00%,100.00%
B001ELLB4S,56.10%,29.27%,14.63%
B002UL1K6K,100.00%,0.00%,0.00%
B0005Z7ROW,100.00%,0.00%,0.00%
B000LRIJC8,40.00%,20.00%,40.00%
B001QED3HG,100.00%,0.00%,0.00%
B000VZXNZI,100.00%,0.00%,0.00%
B001ZRBSYE,100.00%,0.00%,0.00%
B00561TQXK,100.00%,0.00%,0.00%
B001BC3O4K,50.00%,50.00%,0.00%
B000ET93NC,50.00%,0.00%,50.00%
B0005YWCM0,0.00%,100.00%,0.00%
B0030MNHEG,100.00%,0.00%,0.00%
B00025644O,90.00%,0.00%,10.00%
B000U0HJMC,100.00%,0.00%,0.00%
B00547SMH2,100.00%,0.00%,0.00%
B000QSN2M4,100.00%,0.00%,0.00%
B003N0QUSK,100.00%,0.00%,0.00%
B0001VWGJ6,66.67%,33.33%,0.00%
B004WMB13C,100.00%,0.00%,0.00%
B002J9HQJS,100.00%,0.00%,0.00%
B007MJGX4O,100.00%,0.00%,0.00%
B001O88NG0,50.00%,0.00%,50.00%
B003PVE6LK,0.00%,50.00%,50.00%
B000YT7SD4,33.33%,0.00%,66.67%
B0039K61QA,0.00%,100.00%,0.00%
B001TEMCTS,50.00%,0.00%,50.00%
B000MSAZ9G,0.00%,0.00%,100.00%
B001EO62BM,50.00%,50.00%,0.00%
B001RN1O0E,75.00%,0.00%,25.00%
B0000FKBM2,100.00%,0.00%,0.00%
B0000TLEII,100.00%,0.00%,0.00%
B000YV7WBU,66.67%,25.00%,8.33%
B002I7MSKI,0.00%,100.00%,0.00%
B002CGS6CE,100.00%,0.00%,0.00%
B000AYFCJA,100.00%,0.00%,0.00%
B0069DB330,100.00%,0.00%,0.00%
B001FUT6LS,50.00%,50.00%,0.00%
B001EQ5LT4,91.43%,2.86%,5.71%
B004U7QZ4Y,69.23%,23.08%,7.69%
B000SR1392,0.00%,0.00%,100.00%
B000IZTDWS,100.00%,0.00%,0.00%
B001FA1B4I,100.00%,0.00%,0.00%
B0036FOV2O,84.62%,15.38%,0.00%
B004WMB132,100.00%,0.00%,0.00%
B007HP9T5S,75.00%,0.00%,25.00%
B000WFPWQ0,100.00%,0.00%,0.00%
B00016JGYY,66.67%,33.33%,0.00%
B000LRFZIY,100.00%,0.00%,0.00%
B000FF3E2Q,100.00%,0.00%,0.00%
B0001392N2,100.00%,0.00%,0.00%
B001SAQDYS,77.78%,11.11%,11.11%
B001M2BMBQ,100.00%,0.00%,0.00%
B004H0ZCI4,75.00%,25.00%,0.00%
B000ET93N2,80.95%,9.52%,9.52%
B004LWX2SU,100.00%,0.00%,0.00%
B00438MLHK,75.00%,25.00%,0.00%
B002SW9J8W,50.00%,50.00%,0.00%
B007GFLXVM,75.00%,0.00%,25.00%
B001HTKZK8,100.00%,0.00%,0.00%
B000QY3MYG,100.00%,0.00%,0.00%
B001KT60G8,100.00%,0.00%,0.00%
B001E5DXPO,100.00%,0.00%,0.00%
B00112CG4O,0.00%,100.00%,0.00%
B0001VWGJQ,75.00%,0.00%,25.00%
B001VNEA9M,100.00%,0.00%,0.00%
B000EVT04C,68.18%,22.73%,9.09%
B001EPQ8XS,100.00%,0.00%,0.00%
B000RYBDLE,100.00%,0.00%,0.00%
B001HOVTOO,100.00%,0.00%,0.00%
B001VP88K2,50.00%,50.00%,0.00%
B004CRCYCO,100.00%,0.00%,0.00%
B000261NPI,100.00%,0.00%,0.00%
B0011XKHY4,76.92%,23.08%,0.00%
B002FKG5MA,100.00%,0.00%,0.00%
B001FA1K5S,100.00%,0.00%,0.00%
B0045TDE46,50.00%,0.00%,50.00%
B0056AL512,100.00%,0.00%,0.00%
B000LRH7WG,100.00%,0.00%,0.00%
B000GZW73M,50.00%,0.00%,50.00%
B000OOT3WS,50.00%,50.00%,0.00%
B000JUK4OS,75.00%,15.00%,10.00%
B002GWHAXK,77.78%,5.56%,16.67%
B004UB832C,100.00%,0.00%,0.00%
B003WKTRNQ,100.00%,0.00%,0.00%
B001A1TVYO,66.67%,16.67%,16.67%
B00125EVJS,100.00%,0.00%,0.00%
B002TMV34E,68.00%,6.00%,26.00%
B005GCSMR0,100.00%,0.00%,0.00%
B000CDNL8I,50.00%,0.00%,50.00%
B005P0U1B8,100.00%,0.00%,0.00%
B0045H1ZL2,0.00%,0.00%,100.00%
B0049LUEKC,66.67%,16.67%,16.67%
B004QQA216,100.00%,0.00%,0.00%
B005CGUUNE,50.00%,50.00%,0.00%
B0038RLIYO,71.43%,21.43%,7.14%
B003ZXFX2E,33.33%,50.00%,16.67%
B007L4A77E,50.00%,50.00%,0.00%
B004OLKF60,74.19%,16.13%,9.68%
B005ZZN34U,50.00%,0.00%,50.00%
B00474HER2,71.43%,28.57%,0.00%
B003H26J5I,85.71%,10.71%,3.57%
B004BCV53O,55.56%,33.33%,11.11%
B004286RC6,77.78%,22.22%,0.00%
B001BSBFUO,87.67%,5.48%,6.85%
B0049DIU3I,100.00%,0.00%,0.00%
B003D5JJEC,66.67%,0.00%,33.33%
B002BGBM5S,100.00%,0.00%,0.00%
B001E5DQGK,72.73%,13.64%,13.64%
B002MXSAD2,81.82%,9.09%,9.09%
B004E42QMI,100.00%,0.00%,0.00%
B005H19WLK,100.00%,0.00%,0.00%
B0001W2W62,83.33%,5.56%,11.11%
B000AYDHD8,100.00%,0.00%,0.00%
B001B5VMDM,100.00%,0.00%,0.00%
B000LQLV6U,62.50%,25.00%,12.50%
B000VMI8W4,80.00%,0.00%,20.00%
B0024NXUZI,66.67%,0.00%,33.33%
B006U6NG68,0.00%,100.00%,0.00%
B001ZSF9EI,77.78%,0.00%,22.22%
B005D2IKUW,100.00%,0.00%,0.00%
B00171KCB8,33.33%,66.67%,0.00%
B001E5DQGU,54.55%,27.27%,18.18%
B005WIO4CU,100.00%,0.00%,0.00%
B0016889C6,50.00%,50.00%,0.00%
B001E5E33A,71.11%,11.11%,17.78%
B004YGQKLE,50.00%,50.00%,0.00%
B005OD8HQM,100.00%,0.00%,0.00%
B002TM38MY,100.00%,0.00%,0.00%
B004H1SPIW,100.00%,0.00%,0.00%
B0045PHBSA,100.00%,0.00%,0.00%
B000GWHFZA,75.00%,25.00%,0.00%
B0032K3OI0,100.00%,0.00%,0.00%
B000XXVI5U,100.00%,0.00%,0.00%
B000FLRNK4,100.00%,0.00%,0.00%
B000V8XXZK,100.00%,0.00%,0.00%
B004N5KTP4,100.00%,0.00%,0.00%
B0018CK2Y8,28.57%,66.67%,4.76%
B002CZHWXE,75.00%,0.00%,25.00%
B003J9XVQY,100.00%,0.00%,0.00%
B000LRIIC4,100.00%,0.00%,0.00%
B00513J4D0,80.00%,20.00%,0.00%
B003C5NUYI,100.00%,0.00%,0.00%
B000LRIJ3W,100.00%,0.00%,0.00%
B004H4NC4Q,0.00%,100.00%,0.00%
B003F8XZSS,50.00%,50.00%,0.00%
B000AY9U20,73.68%,26.32%,0.00%
B0002EQTIG,92.31%,0.00%,7.69%
B00408Q8F4,100.00%,0.00%,0.00%
B004SNMBAW,0.00%,0.00%,100.00%
B000UWCZSI,100.00%,0.00%,0.00%
B004AW3DQC,100.00%,0.00%,0.00%
B0024VCX6M,75.00%,12.50%,12.50%
B0036FBZPK,75.00%,25.00%,0.00%
B001269EX0,100.00%,0.00%,0.00%
B001M0ALS8,100.00%,0.00%,0.00%
B0002EQTIQ,100.00%,0.00%,0.00%
B000BSWIQA,66.67%,33.33%,0.00%
B0004M29IA,100.00%,0.00%,0.00%
B003R0MFTE,100.00%,0.00%,0.00%
B0038K2YNK,100.00%,0.00%,0.00%
B0017U7TFG,72.73%,13.64%,13.64%
B000FFIIYU,50.00%,50.00%,0.00%
B0008D6XH8,66.67%,0.00%,33.33%
B004GPB8SI,100.00%,0.00%,0.00%
B000UODYHW,0.00%,0.00%,100.00%
B004KPXU8U,0.00%,100.00%,0.00%
B0000D9N35,100.00%,0.00%,0.00%
B0051SZD0S,100.00%,0.00%,0.00%
B004OT0WRY,100.00%,0.00%,0.00%
B004TEVGHO,100.00%,0.00%,0.00%
B000E1BKRC,100.00%,0.00%,0.00%
B006TGZT78,0.00%,100.00%,0.00%
B0080HFENI,100.00%,0.00%,0.00%
B007GEKOGI,100.00%,0.00%,0.00%
B004WJUXCK,100.00%,0.00%,0.00%
B0043H37EW,100.00%,0.00%,0.00%
B002KE33QC,100.00%,0.00%,0.00%
B000NGRUQ8,100.00%,0.00%,0.00%
B002O5QWD8,75.86%,17.24%,6.90%
B003WZXTY4,100.00%,0.00%,0.00%
B003DA5536,50.00%,50.00%,0.00%
B002Q7AR3U,75.00%,25.00%,0.00%
B005DX8YJS,100.00%,0.00%,0.00%
B001A01BN4,0.00%,0.00%,100.00%
B0002FGY9O,100.00%,0.00%,0.00%
B000NQA2R2,100.00%,0.00%,0.00%
B001G2F5R4,83.33%,16.67%,0.00%
B002KE92UI,100.00%,0.00%,0.00%
B003P9WUAG,80.00%,20.00%,0.00%
B002OFZIV0,71.43%,16.33%,12.24%
B000BHREYW,0.00%,100.00%,0.00%
B007N68CC2,100.00%,0.00%,0.00%
B000793XK8,66.67%,33.33%,0.00%
B0000D9N3M,0.00%,100.00%,0.00%
B00434KRHU,100.00%,0.00%,0.00%
B000I6O548,100.00%,0.00%,0.00%
B001SB0ZGO,100.00%,0.00%,0.00%
B008Y1Y7PQ,0.00%,100.00%,0.00%
B005I2C47W,100.00%,0.00%,0.00%
B000FKEWRM,100.00%,0.00%,0.00%
B000OP5ZNI,100.00%,0.00%,0.00%
B00122E63M,100.00%,0.00%,0.00%
B0027YXQ4Y,100.00%,0.00%,0.00%
B001668HIY,100.00%,0.00%,0.00%
B0045XE32E,84.04%,5.32%,10.64%
B000Z94AGQ,100.00%,0.00%,0.00%
B0057QJH6A,50.00%,0.00%,50.00%
B001393ZHC,100.00%,0.00%,0.00%
B000F0BXCE,100.00%,0.00%,0.00%
B001F8ITLI,50.00%,0.00%,50.00%
B0014GP4NW,100.00%,0.00%,0.00%
B00012OHZ6,100.00%,0.00%,0.00%
B003DVC7CW,100.00%,0.00%,0.00%
B001M0ALSS,100.00%,0.00%,0.00%
B001CWV4PA,64.95%,22.68%,12.37%
B00013UQKU,66.67%,33.33%,0.00%
B003EMQLE0,0.00%,0.00%,100.00%
B00374XTQI,80.00%,20.00%,0.00%
B00063KO34,76.47%,17.65%,5.88%
B0001VWGMS,100.00%,0.00%,0.00%
B00284TR82,66.13%,22.58%,11.29%
B002HPRB9Y,66.67%,0.00%,33.33%
B000CMD63E,96.30%,3.70%,0.00%
B006E54BUU,0.00%,0.00%,100.00%
B000VC6C4A,100.00%,0.00%,0.00%
B0016814QO,100.00%,0.00%,0.00%
B004TPE0VM,100.00%,0.00%,0.00%
B002C69NSK,0.00%,0.00%,100.00%
B000LKU3GU,60.00%,20.00%,20.00%
B003B3EHXO,100.00%,0.00%,0.00%
B0083W1HL8,100.00%,0.00%,0.00%
B0032BXUJM,74.32%,16.89%,8.78%
B005G5ZO0U,100.00%,0.00%,0.00%
B000DZKKK2,88.24%,7.84%,3.92%
B001FPUXTM,100.00%,0.00%,0.00%
B003UDQ5V2,100.00%,0.00%,0.00%
B001EPPEVU,100.00%,0.00%,0.00%
B002BQ9340,100.00%,0.00%,0.00%
B003TLMM44,75.00%,0.00%,25.00%
B001KS8TKY,50.00%,50.00%,0.00%
B0074K0ZA4,100.00%,0.00%,0.00%
B0000DG59Q,66.67%,33.33%,0.00%
B004SVLHOU,50.00%,0.00%,50.00%
B007PM9YM6,0.00%,100.00%,0.00%
B005LW3CTS,100.00%,0.00%,0.00%
B0002XIAXE,60.00%,20.00%,20.00%
B00474567C,66.67%,33.33%,0.00%
B003760QOE,100.00%,0.00%,0.00%
B0047ORGWK,60.00%,20.00%,20.00%
B000S859NC,100.00%,0.00%,0.00%
B003FOD6W2,100.00%,0.00%,0.00%
B0051NJAMU,100.00%,0.00%,0.00%
B0068ZXH06,100.00%,0.00%,0.00%
B003S6785I,0.00%,100.00%,0.00%
B0025UADFA,100.00%,0.00%,0.00%
B001I8BNMC,91.30%,8.70%,0.00%
B002RPKSXU,100.00%,0.00%,0.00%
B0062JVULQ,100.00%,0.00%,0.00%
B000Y8UUE4,100.00%,0.00%,0.00%
B0019Z6ES2,50.00%,0.00%,50.00%
B005LMTWSS,100.00%,0.00%,0.00%
B000SW4NZI,100.00%,0.00%,0.00%
B004HYW5JO,75.00%,0.00%,25.00%
B0000DG596,100.00%,0.00%,0.00%
B004989EEW,100.00%,0.00%,0.00%
B004I1MYCE,0.00%,100.00%,0.00%
B003UDZ65I,100.00%,0.00%,0.00%
B001G8UCRQ,66.67%,0.00%,33.33%
B0040HDK5Q,0.00%,100.00%,0.00%
B003N8XO3Q,50.00%,50.00%,0.00%
B001HTIFXC,100.00%,0.00%,0.00%
B005799UUK,66.67%,33.33%,0.00%
B004KNEIMO,100.00%,0.00%,0.00%
B006LGXKA4,50.00%,50.00%,0.00%
B000DZKKKM,85.00%,10.00%,5.00%
B0045TNR20,100.00%,0.00%,0.00%
B00513EV60,100.00%,0.00%,0.00%
B001HTP8UK,100.00%,0.00%,0.00%
B000EGZ99W,100.00%,0.00%,0.00%
B001HTIPC8,100.00%,0.00%,0.00%
B0012ZJ4S6,63.64%,18.18%,18.18%
B000DZKKKC,93.75%,6.25%,0.00%
B0079OUVF4,100.00%,0.00%,0.00%
B004YPV15A,66.67%,33.33%,0.00%
B00063KO3E,100.00%,0.00%,0.00%
B003AVGSNO,100.00%,0.00%,0.00%
B0058CGLKS,33.33%,66.67%,0.00%
B002W4KZM0,75.00%,25.00%,0.00%
B001LO501S,100.00%,0.00%,0.00%
B002NHSQYU,100.00%,0.00%,0.00%
B000UVKZXQ,63.33%,30.00%,6.67%
B000EGZ99M,100.00%,0.00%,0.00%
B0001B8W08,50.00%,50.00%,0.00%
B004IWOU4I,100.00%,0.00%,0.00%
B004RYSQ8I,100.00%,0.00%,0.00%
B0000CDBRZ,87.50%,12.50%,0.00%
B0016KHBOG,50.00%,50.00%,0.00%
B004S4OED8,100.00%,0.00%,0.00%
B000931XCM,0.00%,0.00%,100.00%
B003EMQOY2,0.00%,100.00%,0.00%
B0000CDBRY,87.50%,12.50%,0.00%
B007F1H4VU,100.00%,0.00%,0.00%
B004MXEBV0,100.00%,0.00%,0.00%
B001E55XPW,100.00%,0.00%,0.00%
B002LA5BRO,66.67%,33.33%,0.00%
B008P18ZYO,85.71%,14.29%,0.00%
B002O0I3I0,100.00%,0.00%,0.00%
B002ACI89Q,40.00%,40.00%,20.00%
B00113L7KC,100.00%,0.00%,0.00%
B002DHL6II,80.00%,0.00%,20.00%
B005HUWGGY,66.67%,0.00%,33.33%
B002076V22,81.82%,9.09%,9.09%
B004IN43SU,100.00%,0.00%,0.00%
B002A8WUR6,100.00%,0.00%,0.00%
B005L2HY06,100.00%,0.00%,0.00%
B008BJC82U,100.00%,0.00%,0.00%
B0013E21V8,88.73%,2.82%,8.45%
B000HALT80,88.89%,5.56%,5.56%
B00685YDAE,100.00%,0.00%,0.00%
B007Z62A14,50.00%,50.00%,0.00%
B0029JHI5U,50.00%,16.67%,33.33%
B002GJDE8I,100.00%,0.00%,0.00%
B000SSV9X6,66.67%,33.33%,0.00%
B008ADQQ3O,100.00%,0.00%,0.00%
B002YKDVY6,100.00%,0.00%,0.00%
B00503DP0O,75.22%,5.31%,19.47%
B0084X3IRM,100.00%,0.00%,0.00%
B004JK7F5U,0.00%,100.00%,0.00%
B004AFODLI,96.55%,0.00%,3.45%
B0000E5L3E,0.00%,0.00%,100.00%
B003U2HTHM,0.00%,100.00%,0.00%
B000YT32NO,0.00%,100.00%,0.00%
B000YT7TNS,100.00%,0.00%,0.00%
B0000CDBRP,100.00%,0.00%,0.00%
B004TPWSEI,100.00%,0.00%,0.00%
B0002IMRTC,100.00%,0.00%,0.00%
B00283A98A,75.00%,25.00%,0.00%
B000FAAY4M,100.00%,0.00%,0.00%
B0007NKC7Q,66.67%,33.33%,0.00%
B0010OOM1S,100.00%,0.00%,0.00%
B0032KB79S,100.00%,0.00%,0.00%
B001EO62CG,50.00%,50.00%,0.00%
B0000CDBRV,85.71%,14.29%,0.00%
B000PG1D1O,76.92%,15.38%,7.69%
B0029JZ34S,100.00%,0.00%,0.00%
B005Q8BL9A,80.00%,0.00%,20.00%
B004QKNWU0,100.00%,0.00%,0.00%
B000W4U82Y,0.00%,100.00%,0.00%
B0080MQJEQ,100.00%,0.00%,0.00%
B005YVVODW,100.00%,0.00%,0.00%
B00461ISPS,100.00%,0.00%,0.00%
B004S8X034,66.67%,0.00%,33.33%
B005YHG2ME,100.00%,0.00%,0.00%
B000FFPXBG,81.25%,6.25%,12.50%
B000255OIG,94.22%,2.31%,3.47%
B0029XMFKO,100.00%,0.00%,0.00%
B0000CDBRJ,100.00%,0.00%,0.00%
B007OVB4F8,0.00%,100.00%,0.00%
B004CH1OJI,0.00%,100.00%,0.00%
B0029K1ARG,100.00%,0.00%,0.00%
B003LZY8T0,100.00%,0.00%,0.00%
B001UFP1QC,84.21%,15.79%,0.00%
B004XTDMOK,100.00%,0.00%,0.00%
B008HP9TO8,100.00%,0.00%,0.00%
B0000CDBRH,100.00%,0.00%,0.00%
B004D667DQ,80.00%,20.00%,0.00%
B0002ASQ8Q,100.00%,0.00%,0.00%
B001EO5WF4,100.00%,0.00%,0.00%
B001TZL6ZS,33.33%,54.17%,12.50%
B006X7YY60,100.00%,0.00%,0.00%
B000FF5T9C,75.00%,25.00%,0.00%
B007TJGZ5E,86.63%,8.72%,4.65%
B001NGASKC,75.00%,0.00%,25.00%
B000093HOV,100.00%,0.00%,0.00%
B005YH5WEI,0.00%,100.00%,0.00%
B000F9XBD4,100.00%,0.00%,0.00%
B006QXDGAQ,100.00%,0.00%,0.00%
B000F0JOSO,50.00%,50.00%,0.00%
B0006G5N0K,50.00%,25.00%,25.00%
B003G52K5E,100.00%,0.00%,0.00%
B0001M0YYO,100.00%,0.00%,0.00%
B0007PLQQU,100.00%,0.00%,0.00%
B000P566K8,66.67%,0.00%,33.33%
B001EQ4HWG,0.00%,0.00%,100.00%
B003SO0R12,100.00%,0.00%,0.00%
B002YEUEBU,100.00%,0.00%,0.00%
B003EMVR5S,50.00%,0.00%,50.00%
B000CQC4O2,100.00%,0.00%,0.00%
B000AS1LGE,0.00%,100.00%,0.00%
B000VZVVZC,100.00%,0.00%,0.00%
B000PDRYPQ,100.00%,0.00%,0.00%
B0029K15LC,100.00%,0.00%,0.00%
B003WJKSU8,100.00%,0.00%,0.00%
B004HWYOT0,100.00%,0.00%,0.00%
B0001AUB9E,100.00%,0.00%,0.00%
B001HTG4HQ,0.00%,100.00%,0.00%
B0025UNW4E,100.00%,0.00%,0.00%
B001EQ4CJO,65.79%,23.68%,10.53%
B002DFYOGG,66.67%,33.33%,0.00%
B0043P12JQ,100.00%,0.00%,0.00%
B0009YWMYE,100.00%,0.00%,0.00%
B00149ZSD0,28.57%,57.14%,14.29%
B0000DG4E7,100.00%,0.00%,0.00%
B000YJ5KLQ,0.00%,0.00%,100.00%
B002IAERJK,100.00%,0.00%,0.00%
B000NY8OVK,80.00%,20.00%,0.00%
B006BXUZTQ,50.00%,25.00%,25.00%
B000ETGBO6,66.67%,0.00%,33.33%
B001IVVUTU,66.67%,33.33%,0.00%
B0056WAUHU,100.00%,0.00%,0.00%
B0054TWQ2C,75.61%,4.88%,19.51%
B000OC3CYK,100.00%,0.00%,0.00%
B003IMYWTW,100.00%,0.00%,0.00%
B002H01O6K,0.00%,100.00%,0.00%
B005HQRRUS,100.00%,0.00%,0.00%
B003D4O8TY,100.00%,0.00%,0.00%
B004UB4BKU,100.00%,0.00%,0.00%
B000II27QE,71.43%,14.29%,14.29%
B001RJ91IK,66.67%,0.00%,33.33%
B0019N0OTE,100.00%,0.00%,0.00%
B001EO5O9I,33.33%,33.33%,33.33%
B008BMDRAE,0.00%,50.00%,50.00%
B00445YA4O,0.00%,0.00%,100.00%
B005EL6VOY,100.00%,0.00%,0.00%
B0018AMWLG,66.67%,33.33%,0.00%
B0002E2F8O,0.00%,100.00%,0.00%
B0001BVD04,87.50%,0.00%,12.50%
B003BLD6PG,0.00%,100.00%,0.00%
B0027E2M7Q,93.33%,6.67%,0.00%
B001SAVYQ0,0.00%,100.00%,0.00%
B001AHJMEC,0.00%,100.00%,0.00%
B000E8Y5CC,93.75%,6.25%,0.00%
B007TJGZ54,79.34%,14.88%,5.79%
B0086HCWKK,100.00%,0.00%,0.00%
B003R6KY3M,100.00%,0.00%,0.00%
B005H8E1F0,33.33%,33.33%,33.33%
B000FF5T9W,87.50%,12.50%,0.00%
B000F9XBDE,63.64%,27.27%,9.09%
B000E8Y5CM,78.95%,10.53%,10.53%
B0007PLQQ0,100.00%,0.00%,0.00%
B0017DFHMU,100.00%,0.00%,0.00%
B00374Y7C8,0.00%,0.00%,100.00%
B000SANUHC,0.00%,100.00%,0.00%
B001216DA2,100.00%,0.00%,0.00%
B002RRLZQW,71.43%,28.57%,0.00%
B0001AVSQO,100.00%,0.00%,0.00%
B0040BEQKU,100.00%,0.00%,0.00%
B000UA0QK4,0.00%,100.00%,0.00%
B003VZCZ0O,94.44%,0.00%,5.56%
B002HNZRKQ,100.00%,0.00%,0.00%
B003P7WLF2,0.00%,100.00%,0.00%
B001SAWOIM,100.00%,0.00%,0.00%
B0002DIBI8,100.00%,0.00%,0.00%
B000084F11,100.00%,0.00%,0.00%
B006RJT9G4,100.00%,0.00%,0.00%
B0014EUAKQ,0.00%,100.00%,0.00%
B000GPNTO8,100.00%,0.00%,0.00%
B0000Y3PBM,100.00%,0.00%,0.00%
B000FNADD6,92.31%,7.69%,0.00%
B000RJARJS,100.00%,0.00%,0.00%
B000HDONJO,100.00%,0.00%,0.00%
B001ATKUAK,100.00%,0.00%,0.00%
B001SAUGCI,100.00%,0.00%,0.00%
B0048IKSM0,100.00%,0.00%,0.00%
B001KU0PEK,100.00%,0.00%,0.00%
B004GU3YXA,100.00%,0.00%,0.00%
B001LGGH40,57.48%,18.48%,24.05%
B007IW4CUC,50.00%,50.00%,0.00%
B0002PHDAS,75.00%,25.00%,0.00%
B004NGEPJ4,100.00%,0.00%,0.00%
B001P77C8U,100.00%,0.00%,0.00%
B007NEEFM0,100.00%,0.00%,0.00%
B003YNGRIY,100.00%,0.00%,0.00%
B0051LNWPI,93.33%,0.00%,6.67%
B002GWHGBQ,100.00%,0.00%,0.00%
B002B8IZHY,100.00%,0.00%,0.00%
B000GLZQBQ,100.00%,0.00%,0.00%
B0026RNRJ6,100.00%,0.00%,0.00%
B0045TNRN4,100.00%,0.00%,0.00%
B000ME2QA6,100.00%,0.00%,0.00%
B000OM8IFS,100.00%,0.00%,0.00%
B005EKWOZK,0.00%,100.00%,0.00%
B003XUJ564,66.67%,18.52%,14.81%
B001D6MQCU,66.67%,33.33%,0.00%
B000C4QQ16,50.00%,50.00%,0.00%
B004GI0I68,100.00%,0.00%,0.00%
B004391I3C,78.57%,7.14%,14.29%
B001EPQRIE,85.71%,0.00%,14.29%
B000PIQF8S,66.67%,25.00%,8.33%
B0039K6YJO,0.00%,100.00%,0.00%
B0029K0QHG,100.00%,0.00%,0.00%
B000EMOCTE,100.00%,0.00%,0.00%
B003KT9L0S,50.00%,25.00%,25.00%
B000F2VESU,80.95%,4.76%,14.29%
B003CH4Q5I,100.00%,0.00%,0.00%
B0056A1XO6,100.00%,0.00%,0.00%
B000NJMV14,100.00%,0.00%,0.00%
B000A3Y2ME,100.00%,0.00%,0.00%
B001E95KQK,71.43%,0.00%,28.57%
B007O27ORE,100.00%,0.00%,0.00%
B003TDM8M8,100.00%,0.00%,0.00%
B0018CE5L4,76.47%,11.76%,11.76%
B000V1UW1A,100.00%,0.00%,0.00%
B002QTD5AA,0.00%,100.00%,0.00%
B0078DU28C,100.00%,0.00%,0.00%
B00522O282,100.00%,0.00%,0.00%
B000UWRO3E,100.00%,0.00%,0.00%
B000P77GPK,100.00%,0.00%,0.00%
B008FSIHNG,100.00%,0.00%,0.00%
B00025DW8A,100.00%,0.00%,0.00%
B000HQN9QO,50.00%,50.00%,0.00%
B003H4N2OM,100.00%,0.00%,0.00%
B001NCBYY0,100.00%,0.00%,0.00%
B000LQLNAO,100.00%,0.00%,0.00%
B00164X75E,100.00%,0.00%,0.00%
B0001VWDNU,100.00%,0.00%,0.00%
B000LRGXLC,50.00%,50.00%,0.00%
B00408F3XC,100.00%,0.00%,0.00%
B003VZM964,100.00%,0.00%,0.00%
B00073MFRQ,100.00%,0.00%,0.00%
B001NJJOCW,100.00%,0.00%,0.00%
B003VVL8NS,56.25%,37.50%,6.25%
B000V9NFAW,100.00%,0.00%,0.00%
B000EH0RU2,96.00%,4.00%,0.00%
B002G8AYQO,50.00%,50.00%,0.00%
B000F7QPA2,100.00%,0.00%,0.00%
B006JG8ALK,77.27%,13.64%,9.09%
B004VMTJO6,0.00%,100.00%,0.00%
B004F7T4DI,100.00%,0.00%,0.00%
B003W2DGR2,100.00%,0.00%,0.00%
B006K02VJC,60.00%,30.00%,10.00%
B001KSOMX2,100.00%,0.00%,0.00%
B00474G3BU,100.00%,0.00%,0.00%
B000I6PZVK,80.00%,0.00%,20.00%
B005DM3N2M,86.67%,6.67%,6.67%
B000V9NFAM,0.00%,50.00%,50.00%
B00312M854,100.00%,0.00%,0.00%
B0000V1DYQ,100.00%,0.00%,0.00%
B0070HMO7S,100.00%,0.00%,0.00%
B000GPXRRW,100.00%,0.00%,0.00%
B005ZHC8TE,100.00%,0.00%,0.00%
B007ZQMJA6,0.00%,100.00%,0.00%
B0049PN92S,100.00%,0.00%,0.00%
B001IZA6V4,100.00%,0.00%,0.00%
B000EVIDUY,91.21%,4.40%,4.40%
